Table_Number,Table_name,Table_sub_name,Breakdown,Section,Units,Value,Time_Period
Table 7,Counts of geographic units and employees,By region,Manawatu-Whanganui ,Employee count,Count,1800,2017
Table 7,Counts of geographic units and employees,By region,Manawatu-Whanganui ,Employee count,Count,1800,2018
Table 7,Counts of geographic units and employees,By region,Manawatu-Whanganui ,Employee count,Count,1850,2019
Table 7,Counts of geographic units and employees,By region,Manawatu-Whanganui ,Employee count,Count,1950,2020
Table 7,Counts of geographic units and employees,By region,Manawatu-Whanganui ,Employee count,Count,1950,2021
Table 7,Counts of geographic units and employees,By region,Manawatu-Whanganui ,Employee count,Count,2350,2022
Table 7,Counts of geographic units and employees,By region,Manawatu-Whanganui ,Employee count,Count,2250,2023
Table 7,Counts of geographic units and employees,By region,Wellington ,Employee count,Count,3350,2017
Table 7,Counts of geographic units and employees,By region,Wellington ,Employee count,Count,3500,2018
Table 7,Counts of geographic units and employees,By region,Wellington ,Employee count,Count,3900,2019
Table 7,Counts of geographic units and employees,By region,Wellington ,Employee count,Count,4250,2020
Table 7,Counts of geographic units and employees,By region,Wellington ,Employee count,Count,4600,2021
Table 7,Counts of geographic units and employees,By region,Wellington ,Employee count,Count,5300,2022
Table 7,Counts of geographic units and employees,By region,Wellington ,Employee count,Count,5200,2023
Table 7,Counts of geographic units and employees,By region,South Island combined,Employee count,Count,6800,2017
Table 7,Counts of geographic units and employees,By region,South Island combined,Employee count,Count,7500,2018
Table 7,Counts of geographic units and employees,By region,South Island combined,Employee count,Count,8100,2019
Table 7,Counts of geographic units and employees,By region,South Island combined,Employee count,Count,8600,2020
Table 7,Counts of geographic units and employees,By region,South Island combined,Employee count,Count,7600,2021
Table 7,Counts of geographic units and employees,By region,South Island combined,Employee count,Count,8700,2022
Table 7,Counts of geographic units and employees,By region,South Island combined,Employee count,Count,9400,2023
Table 7,Counts of geographic units and employees,By region,Area outside region,Employee count,Count,75,2017
Table 7,Counts of geographic units and employees,By region,Area outside region,Employee count,Count,80,2018
Table 7,Counts of geographic units and employees,By region,Area outside region,Employee count,Count,100,2019
Table 7,Counts of geographic units and employees,By region,Area outside region,Employee count,Count,110,2020
Table 7,Counts of geographic units and employees,By region,Area outside region,Employee count,Count,85,2021
Table 7,Counts of geographic units and employees,By region,Area outside region,Employee count,Count,85,2022
Table 7,Counts of geographic units and employees,By region,Area outside region,Employee count,Count,90,2023
Table 7,Counts of geographic units and employees,By region,Total,Employee count,Count,37200,2017
Table 7,Counts of geographic units and employees,By region,Total,Employee count,Count,39800,2018
Table 7,Counts of geographic units and employees,By region,Total,Employee count,Count,42700,2019
Table 7,Counts of geographic units and employees,By region,Total,Employee count,Count,45200,2020
Table 7,Counts of geographic units and employees,By region,Total,Employee count,Count,45400,2021
Table 7,Counts of geographic units and employees,By region,Total,Employee count,Count,51500,2022
Table 7,Counts of geographic units and employees,By region,Total,Employee count,Count,51800,2023
Table 8,Financials - Maori authorities,Total all industries,Total income,Financial performance,Thousand Dollars,3785992,2017
Table 8,Financials - Maori authorities,Total all industries,Total income,Financial performance,Thousand Dollars,3879134,2018
Table 8,Financials - Maori authorities,Total all industries,Total income,Financial performance,Thousand Dollars,3918831,2019
Table 8,Financials - Maori authorities,Total all industries,Total income,Financial performance,Thousand Dollars,3978068,2020
Table 8,Financials - Maori authorities,Total all industries,Total income,Financial performance,Thousand Dollars,4741393,2021
Table 8,Financials - Maori authorities,Total all industries,Total income,Financial performance,Thousand Dollars,5489593,2022
Table 8,Financials - Maori authorities,Total all industries,Total income,Financial performance,Thousand Dollars,5125125,2023
Table 8,Financials - Maori authorities,Total all industries,Sales of goods and services,Financial performance,Thousand Dollars,2832159,2017
Table 8,Financials - Maori authorities,Total all industries,Sales of goods and services,Financial performance,Thousand Dollars,3221865,2018
Table 8,Financials - Maori authorities,Total all industries,Sales of goods and services,Financial performance,Thousand Dollars,3272871,2019
Table 8,Financials - Maori authorities,Total all industries,Sales of goods and services,Financial performance,Thousand Dollars,3410001,2020
Table 8,Financials - Maori authorities,Total all industries,Sales of goods and services,Financial performance,Thousand Dollars,3697984,2021
Table 8,Financials - Maori authorities,Total all industries,Sales of goods and services,Financial performance,Thousand Dollars,4149064,2022
Table 8,Financials - Maori authorities,Total all industries,Sales of goods and services,Financial performance,Thousand Dollars,4056009,2023
Table 8,Financials - Maori authorities,Total all industries,"Interest, dividends and donations",Financial performance,Thousand Dollars,250955,2017
Table 8,Financials - Maori authorities,Total all industries,"Interest, dividends and donations",Financial performance,Thousand Dollars,293085,2018
Table 8,Financials - Maori authorities,Total all industries,"Interest, dividends and donations",Financial performance,Thousand Dollars,281832,2019
Table 8,Financials - Maori authorities,Total all industries,"Interest, dividends and donations",Financial performance,Thousand Dollars,294154,2020
Table 8,Financials - Maori authorities,Total all industries,"Interest, dividends and donations",Financial performance,Thousand Dollars,251130,2021
Table 8,Financials - Maori authorities,Total all industries,"Interest, dividends and donations",Financial performance,Thousand Dollars,310458,2022
Table 8,Financials - Maori authorities,Total all industries,"Interest, dividends and donations",Financial performance,Thousand Dollars,435654,2023
Table 8,Financials - Maori authorities,Total all industries,"Government funding, grants and subsidies",Financial performance,Thousand Dollars,146726,2017
Table 8,Financials - Maori authorities,Total all industries,"Government funding, grants and subsidies",Financial performance,Thousand Dollars,76193,2018
Table 8,Financials - Maori authorities,Total all industries,"Government funding, grants and subsidies",Financial performance,Thousand Dollars,75123,2019
Table 8,Financials - Maori authorities,Total all industries,"Government funding, grants and subsidies",Financial performance,Thousand Dollars,95331,2020
Table 8,Financials - Maori authorities,Total all industries,"Government funding, grants and subsidies",Financial performance,Thousand Dollars,88074,2021
Table 8,Financials - Maori authorities,Total all industries,"Government funding, grants and subsidies",Financial performance,Thousand Dollars,127546,2022
Table 8,Financials - Maori authorities,Total all industries,"Government funding, grants and subsidies",Financial performance,Thousand Dollars,147350,2023
Table 8,Financials - Maori authorities,Total all industries,Non-operating income,Financial performance,Thousand Dollars,556152,2017
Table 8,Financials - Maori authorities,Total all industries,Non-operating income,Financial performance,Thousand Dollars,287991,2018
Table 8,Financials - Maori authorities,Total all industries,Non-operating income,Financial performance,Thousand Dollars,289006,2019
Table 8,Financials - Maori authorities,Total all industries,Non-operating income,Financial performance,Thousand Dollars,178582,2020
Table 8,Financials - Maori authorities,Total all industries,Non-operating income,Financial performance,Thousand Dollars,704204,2021
Table 8,Financials - Maori authorities,Total all industries,Non-operating income,Financial performance,Thousand Dollars,902526,2022
Table 8,Financials - Maori authorities,Total all industries,Non-operating income,Financial performance,Thousand Dollars,486113,2023
Table 8,Financials - Maori authorities,Total all industries,Total expenditure,Financial performance,Thousand Dollars,2881681,2017
Table 8,Financials - Maori authorities,Total all industries,Total expenditure,Financial performance,Thousand Dollars,3078437,2018
Table 8,Financials - Maori authorities,Total all industries,Total expenditure,Financial performance,Thousand Dollars,3163854,2019
Table 8,Financials - Maori authorities,Total all industries,Total expenditure,Financial performance,Thousand Dollars,3514407,2020
Table 8,Financials - Maori authorities,Total all industries,Total expenditure,Financial performance,Thousand Dollars,3457944,2021
Table 8,Financials - Maori authorities,Total all industries,Total expenditure,Financial performance,Thousand Dollars,4044033,2022
Table 8,Financials - Maori authorities,Total all industries,Total expenditure,Financial performance,Thousand Dollars,4431104,2023
Table 8,Financials - Maori authorities,Total all industries,Interest and donations,Financial performance,Thousand Dollars,169829,2017
Table 8,Financials - Maori authorities,Total all industries,Interest and donations,Financial performance,Thousand Dollars,196191,2018
Table 8,Financials - Maori authorities,Total all industries,Interest and donations,Financial performance,Thousand Dollars,177007,2019
Table 8,Financials - Maori authorities,Total all industries,Interest and donations,Financial performance,Thousand Dollars,154167,2020
Table 8,Financials - Maori authorities,Total all industries,Interest and donations,Financial performance,Thousand Dollars,132272,2021
Table 8,Financials - Maori authorities,Total all industries,Interest and donations,Financial performance,Thousand Dollars,143736,2022
Table 8,Financials - Maori authorities,Total all industries,Interest and donations,Financial performance,Thousand Dollars,212595,2023
Table 8,Financials - Maori authorities,Total all industries,Indirect taxes,Financial performance,Thousand Dollars,36303,2017
Table 8,Financials - Maori authorities,Total all industries,Indirect taxes,Financial performance,Thousand Dollars,36669,2018
Table 8,Financials - Maori authorities,Total all industries,Indirect taxes,Financial performance,Thousand Dollars,38503,2019
Table 8,Financials - Maori authorities,Total all industries,Indirect taxes,Financial performance,Thousand Dollars,41702,2020
Table 8,Financials - Maori authorities,Total all industries,Indirect taxes,Financial performance,Thousand Dollars,32225,2021
Table 8,Financials - Maori authorities,Total all industries,Indirect taxes,Financial performance,Thousand Dollars,32782,2022
Table 8,Financials - Maori authorities,Total all industries,Indirect taxes,Financial performance,Thousand Dollars,31923,2023
