Table_Tau,Table_name,Table_sub_name,Breakdown,Section,Units,Value,Time_Period,Footnotes
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Te hiko, haukapuni, wai, ratonga parahanga hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,3,2017,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Te hiko, haukapuni, wai, ratonga parahanga hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,3,2018,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Te hiko, haukapuni, wai, ratonga parahanga hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,3,2019,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Te hiko, haukapuni, wai, ratonga parahanga hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,3,2020,1 me 2 me 4
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga ahumoni, inihua hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,6,2012,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga ahumoni, inihua hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,6,2013,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga ahumoni, inihua hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,6,2014,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga ahumoni, inihua hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,6,2015,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga ahumoni, inihua hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,3,2016,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga ahumoni, inihua hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,6,2017,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga ahumoni, inihua hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,6,2018,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga ahumoni, inihua hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,6,2019,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga ahumoni, inihua hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,3,2020,1 me 2 me 4
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga awhina hauora, papori hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,36,2012,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga awhina hauora, papori hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,36,2013,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga awhina hauora, papori hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,42,2014,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga awhina hauora, papori hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,45,2015,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga awhina hauora, papori hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,45,2016,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga awhina hauora, papori hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,45,2017,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga awhina hauora, papori hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,45,2018,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga awhina hauora, papori hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,45,2019,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga awhina hauora, papori hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,42,2020,1 me 2 me 4
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Nga papaho whakamohio me te whakawhiti parongo,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,15,2012,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Nga papaho whakamohio me te whakawhiti parongo,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,12,2013,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Nga papaho whakamohio me te whakawhiti parongo,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,9,2014,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Nga papaho whakamohio me te whakawhiti parongo,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,9,2015,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Nga papaho whakamohio me te whakawhiti parongo,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,12,2016,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Nga papaho whakamohio me te whakawhiti parongo,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,12,2017,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Nga papaho whakamohio me te whakawhiti parongo,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,12,2018,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Nga papaho whakamohio me te whakawhiti parongo,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,15,2019,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Nga papaho whakamohio me te whakawhiti parongo,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,12,2020,1 me 2 me 4
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te whakanao,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,60,2012,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te whakanao,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,63,2013,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te whakanao,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,66,2014,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te whakanao,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,66,2015,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te whakanao,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,69,2016,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te whakanao,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,72,2017,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te whakanao,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,69,2018,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te whakanao,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,63,2019,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te whakanao,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,63,2020,1 me 2 me 4
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te maina,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,0,2012,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te maina,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,0,2013,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te maina,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,3,2014,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te maina,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,3,2015,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te maina,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,3,2016,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te maina,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,3,2017,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te maina,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,3,2018,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te maina,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,3,2019,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te maina,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,0,2020,1 me 2 me 4
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Etahi atu ratonga,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,27,2012,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Etahi atu ratonga,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,30,2013,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Etahi atu ratonga,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,27,2014,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Etahi atu ratonga,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,27,2015,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Etahi atu ratonga,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,30,2016,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Etahi atu ratonga,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,30,2017,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Etahi atu ratonga,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,27,2018,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Etahi atu ratonga,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,27,2019,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Etahi atu ratonga,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,24,2020,1 me 2 me 4
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga ngaio, putaiao, hangarau hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,48,2012,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga ngaio, putaiao, hangarau hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,51,2013,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga ngaio, putaiao, hangarau hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,54,2014,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga ngaio, putaiao, hangarau hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,51,2015,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga ngaio, putaiao, hangarau hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,48,2016,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga ngaio, putaiao, hangarau hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,48,2017,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga ngaio, putaiao, hangarau hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,48,2018,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga ngaio, putaiao, hangarau hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,48,2019,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga ngaio, putaiao, hangarau hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,45,2020,1 me 2 me 4
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te whakahaere me te haumaru tumatanui,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,3,2012,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te whakahaere me te haumaru tumatanui,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,3,2013,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te whakahaere me te haumaru tumatanui,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,6,2014,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te whakahaere me te haumaru tumatanui,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,3,2015,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te whakahaere me te haumaru tumatanui,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,3,2016,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te whakahaere me te haumaru tumatanui,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,3,2017,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te whakahaere me te haumaru tumatanui,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,3,2018,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te whakahaere me te haumaru tumatanui,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,3,2019,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te whakahaere me te haumaru tumatanui,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,3,2020,1 me 2 me 4
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga reti whare, reti taputapu, hoko whare, whenua hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,15,2012,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga reti whare, reti taputapu, hoko whare, whenua hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,15,2013,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga reti whare, reti taputapu, hoko whare, whenua hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,12,2014,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga reti whare, reti taputapu, hoko whare, whenua hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,12,2015,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga reti whare, reti taputapu, hoko whare, whenua hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,12,2016,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga reti whare, reti taputapu, hoko whare, whenua hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,15,2017,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga reti whare, reti taputapu, hoko whare, whenua hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,15,2018,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga reti whare, reti taputapu, hoko whare, whenua hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,12,2019,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,"Nga ratonga reti whare, reti taputapu, hoko whare, whenua hoki","Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,12,2020,1 me 2 me 4
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te hokohoko a-toa,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,27,2012,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te hokohoko a-toa,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,30,2013,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te hokohoko a-toa,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,27,2014,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te hokohoko a-toa,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,24,2015,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te hokohoko a-toa,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,21,2016,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te hokohoko a-toa,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,18,2017,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te hokohoko a-toa,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,18,2018,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te hokohoko a-toa,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,18,2019,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Te hokohoko a-toa,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,18,2020,1 me 2 me 4
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Tapeke,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,492,2012,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Tapeke,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,513,2013,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Tapeke,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,537,2014,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Tapeke,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,543,2015,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Tapeke,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,546,2016,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Tapeke,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,525,2017,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Tapeke,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,516,2018,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Tapeke,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,489,2019,1 me 2
Ripanga 3,"Tatauranga o nga umanga – umanga iti, wawaenga Maori tapoi Maori hoki",A-wehenga ahumahi,Tapeke,"Nga umanga iti, wawaenga Maori",Tatauranga o nga umanga,471,2020,1 me 2 me 4
